RecordID,FeeAmount,RabiesExpirationDate,StreetName,TagNumber,TagType,TagYear,BlockNumber
5563,12,2019-09-30T04:00:00.000Z,WINSTON RD ,28922,Unsexed - 3 Year         ,2014,1800
5564,4,2017-03-01T05:00:00.000Z,RUGBY AVE ,28923,Unsexed - 1 Year         ,2012,1400
5565,4,2019-05-10T04:00:00.000Z,RUGBY AVE ,28924,Unsexed - 1 Year         ,2012,1400
5566,4,2019-07-15T04:00:00.000Z,RUGBY AVE ,28925,Unsexed - 1 Year         ,2012,1400
5567,4,2018-05-02T04:00:00.000Z,RUGBY AVE ,28926,Unsexed - 1 Year         ,2012,1400
5568,4,2014-02-14T05:00:00.000Z,RUGBY AVE ,28927,Unsexed - 1 Year         ,2012,1400
5569,4,2021-07-25T04:00:00.000Z,BEECHWOOD DR ,28928,Unsexed - 1 Year         ,2012,600
5570,10,2020-03-10T04:00:00.000Z,ROUGEMONT AVE ,28929,Sexed - 1 Year           ,2012,500
5571,10,2019-01-07T05:00:00.000Z,ROUGEMONT AVE ,28930,Sexed - 1 Year           ,2012,500
5572,4,2021-07-11T04:00:00.000Z,MEADE AVE ,28931,Unsexed - 1 Year         ,2012,300
5573,4,2017-12-28T05:00:00.000Z,ALTAVISTA AVE ,28932,Unsexed - 1 Year         ,2012,800
5574,4,2021-11-26T05:00:00.000Z,CHERRY AVE ,28933,Unsexed - 1 Year         ,2012,1000
5575,4,2015-06-14T04:00:00.000Z,WALKER SQ ,28934,Unsexed - 1 Year         ,2012,700
5576,4,2015-12-17T05:00:00.000Z,RAINIER RD ,28935,Unsexed - 1 Year         ,2012,600
5577,4,2019-01-13T05:00:00.000Z,ST CLAIR AVE ,28936,Unsexed - 1 Year         ,2012,1000
5578,4,2019-04-30T04:00:00.000Z,RIVES ST ,28937,Unsexed - 1 Year         ,2012,900
5579,4,2019-10-11T04:00:00.000Z,PLYMOUTH RD ,28938,Unsexed - 1 Year         ,2012,1400
5580,4,2016-07-15T04:00:00.000Z,LIDE PL ,28939,Unsexed - 1 Year         ,2012,100
5581,4,2016-05-05T04:00:00.000Z,STRIBLING AVE ,28940,Unsexed - 1 Year         ,2012,200
5582,10,2016-04-21T04:00:00.000Z,STRIBLING AVE ,28941,Sexed - 1 Year           ,2012,200
5583,4,2021-10-07T04:00:00.000Z,HARRIS RD ,28942,Unsexed - 1 Year         ,2012,600
5584,4,2016-03-21T04:00:00.000Z,HARTFORD CT ,28944,Unsexed - 1 Year         ,2012,100
5585,4,2015-07-14T04:00:00.000Z,BLENHEIM AVE ,28945,Unsexed - 1 Year         ,2012,900
5586,4,2015-10-08T04:00:00.000Z,RUGBY RD ,28946,Unsexed - 1 Year         ,2012,1500
5587,4,2015-12-11T05:00:00.000Z,CARLTON AVE ,28947,Unsexed - 1 Year         ,2012,1500
5588,4,2014-01-26T05:00:00.000Z,UNASSIGNED ,28948,Unsexed - 1 Year         ,2012,0
5589,4,2021-03-05T05:00:00.000Z,AUGUSTA ST ,28949,Unsexed - 1 Year         ,2012,1200
5590,10,2021-03-05T05:00:00.000Z,AUGUSTA ST ,28950,Sexed - 1 Year           ,2012,1200
5591,4,2014-10-28T04:00:00.000Z,WERTLAND ST ,28951,Unsexed - 1 Year         ,2012,10000
5592,4,2014-09-26T04:00:00.000Z,STADIUM RD ,28952,Unsexed - 1 Year         ,2012,19000
5593,4,2014-01-06T05:00:00.000Z,WILLARD DR ,28953,Unsexed - 1 Year         ,2012,2500
5594,4,2014-04-06T04:00:00.000Z,10TH ST NW ,28954,Unsexed - 1 Year         ,2012,300
5595,4,2021-12-21T05:00:00.000Z,LOCUST AVE ,28955,Unsexed - 1 Year         ,2012,1100
5596,4,2019-05-19T04:00:00.000Z,EVERGREEN AVE ,28956,Unsexed - 1 Year         ,2012,600
5597,4,2018-12-28T05:00:00.000Z,LITTLE HIGH ST ,28957,Unsexed - 1 Year         ,2012,1100
5598,4,2014-04-27T04:00:00.000Z,RUTLEDGE AVE ,28958,Unsexed - 1 Year         ,2012,1500
5599,10,2018-01-16T05:00:00.000Z,ANGUS RD ,28959,Sexed - 1 Year           ,2012,2100
5600,4,2015-10-09T04:00:00.000Z,9TH ST NW ,28960,Unsexed - 1 Year         ,2012,200
5601,4,2015-04-12T04:00:00.000Z,ELKHORN RD ,28961,Unsexed - 1 Year         ,2012,1100
5602,4,2014-10-11T04:00:00.000Z,JEFFERSON PARK AVE ,28962,Unsexed - 1 Year         ,2012,2600
5603,10,2019-04-28T04:00:00.000Z,SHAMROCK RD ,28963,Sexed - 1 Year           ,2012,5000
5604,4,2015-01-05T05:00:00.000Z,WATSON AVE ,28964,Unsexed - 1 Year         ,2012,600
5605,4,2013-03-29T04:00:00.000Z,HEMLOCK LN ,28965,Unsexed - 1 Year         ,2012,900
5606,10,2012-11-22T05:00:00.000Z,FAIRWAY AVE ,28966,Sexed - 1 Year           ,2012,200
5607,4,2015-10-01T04:00:00.000Z,GREENLEAF LN ,28967,Unsexed - 1 Year         ,2012,1600
5608,4,2012-06-18T04:00:00.000Z,GLENN CT ,28968,Unsexed - 1 Year         ,2012,2300
5609,4,2015-04-10T04:00:00.000Z,HESSIAN RD ,28969,Unsexed - 1 Year         ,2012,2000
5610,4,2012-06-21T04:00:00.000Z,HARDWOOD AVE ,28970,Unsexed - 1 Year         ,2012,1600
5611,4,2017-05-19T04:00:00.000Z,CAMELLIA DR ,28971,Unsexed - 1 Year         ,2012,300
5612,4,2016-08-20T04:00:00.000Z,HARRIS RD ,28972,Unsexed - 1 Year         ,2012,5000
5613,4,2013-08-03T04:00:00.000Z,LANKFORD AVE ,28973,Unsexed - 1 Year         ,2012,200
5614,4,2016-04-15T04:00:00.000Z,LEXINGTON AVE ,28974,Unsexed - 1 Year         ,2012,500
5615,4,2015-09-24T04:00:00.000Z,10 1/2 ST NW ,28975,Unsexed - 1 Year         ,2012,3100
5616,4,2017-10-29T04:00:00.000Z,MARSHALL ST ,28976,Unsexed - 1 Year         ,2012,900
5617,4,2012-06-19T04:00:00.000Z,TRAILRIDGE RD ,28977,Unsexed - 1 Year         ,2012,1600
5618,4,2015-07-29T04:00:00.000Z,HANOVER ST ,28978,Unsexed - 1 Year         ,2012,500
5619,10,2015-02-17T05:00:00.000Z,MOSELEY DR ,28979,Sexed - 1 Year           ,2012,5000
5620,10,2013-02-16T05:00:00.000Z,MOSELEY DR ,28980,Sexed - 1 Year           ,2012,5000
5621,10,2013-06-21T04:00:00.000Z,TRAILRIDGE RD ,28981,Sexed - 1 Year           ,2012,1600
5622,10,2013-12-28T05:00:00.000Z,MADISON AVE ,28982,Sexed - 1 Year           ,2012,7400
5623,4,2014-03-03T05:00:00.000Z,WESTWOOD RD ,28983,Unsexed - 1 Year         ,2012,14500
5624,4,2012-02-16T05:00:00.000Z,WESTWOOD RD ,28984,Unsexed - 1 Year         ,2012,14500
5625,10,2015-06-29T04:00:00.000Z,E MAIN ST ,28985,Sexed - 1 Year           ,2012,300
5626,4,2021-05-01T04:00:00.000Z,GREENWICH CT ,28986,Unsexed - 1 Year         ,2012,100
5627,10,2021-05-01T04:00:00.000Z,GREENWICH CT ,28987,Sexed - 1 Year           ,2012,100
5628,4,2014-09-15T04:00:00.000Z,ST CLAIR AVE ,28988,Unsexed - 1 Year         ,2012,1100
5629,4,2018-03-25T04:00:00.000Z,ST CLAIR AVE ,28989,Unsexed - 1 Year         ,2012,1100
5630,4,2018-03-25T04:00:00.000Z,ST CLAIR AVE ,28990,Unsexed - 1 Year         ,2012,1100
5631,10,2021-08-15T04:00:00.000Z,ST CLAIR AVE ,28991,Sexed - 1 Year           ,2012,1100
5632,10,2014-05-23T04:00:00.000Z,RIDGE ST ,28992,Sexed - 1 Year           ,2012,400
5633,4,2013-06-15T04:00:00.000Z,HOLLY RD ,28993,Unsexed - 1 Year         ,2012,1400
5634,4,2019-10-28T04:00:00.000Z,E MARKET ST ,28994,Unsexed - 1 Year         ,2012,1600
5635,4,2021-04-13T04:00:00.000Z,TUFTON AVE ,28995,Unsexed - 1 Year         ,2012,1000
5636,4,2015-11-01T04:00:00.000Z,IVY RD ,28996,Unsexed - 1 Year         ,2012,2000
5637,4,2014-08-25T04:00:00.000Z,UNIVERSITY CIR ,28997,Unsexed - 1 Year         ,2012,0
5638,4,2012-07-10T04:00:00.000Z,14TH ST NW ,28998,Unsexed - 1 Year         ,2012,300
5639,4,2021-10-26T04:00:00.000Z,BLUE RIDGE RD ,28999,Unsexed - 1 Year         ,2012,1900
5640,4,2014-06-20T04:00:00.000Z,MARSHALL ST ,29000,Unsexed - 1 Year         ,2012,900
5641,4,2022-07-07T04:00:00.000Z,PARK ST ,29001,Unsexed - 1 Year         ,2012,700
5642,4,2019-02-28T05:00:00.000Z,HAZEL ST ,29002,Unsexed - 1 Year         ,2012,1400
5643,4,2014-12-10T05:00:00.000Z,E MARKET ST ,29003,Unsexed - 1 Year         ,2012,1300
5644,10,2014-12-10T05:00:00.000Z,E MARKET ST ,29004,Sexed - 1 Year           ,2012,1300
5645,4,2014-12-10T05:00:00.000Z,E MARKET ST ,29005,Unsexed - 1 Year         ,2012,1300
5646,4,2015-12-15T05:00:00.000Z,FOREST HILLS AVE ,29006,Unsexed - 1 Year         ,2012,1100
5647,4,2021-09-30T04:00:00.000Z,CEDAR HILL RD ,29007,Unsexed - 1 Year         ,2012,16000
5648,4,2019-03-03T05:00:00.000Z,E MARKET ST ,29008,Unsexed - 1 Year         ,2012,1600
5649,4,2015-06-26T04:00:00.000Z,ST CHARLES AVE ,29009,Unsexed - 1 Year         ,2012,7000
5650,4,2014-02-21T05:00:00.000Z,AGNESE ST ,29010,Unsexed - 1 Year         ,2012,1200
5651,4,2021-03-10T05:00:00.000Z,BELMONT AVE ,29011,Unsexed - 1 Year         ,2012,900
5652,4,2020-10-26T04:00:00.000Z,ETON RD ,29012,Unsexed - 1 Year         ,2012,2700
5653,4,2015-08-08T04:00:00.000Z,E MARKET ST ,29013,Unsexed - 1 Year         ,2012,1300
5654,4,2014-05-04T04:00:00.000Z,E MARKET ST ,29014,Unsexed - 1 Year         ,2012,1300
5655,4,2018-09-09T04:00:00.000Z,CARLTON AVE ,29015,Unsexed - 1 Year         ,2012,1500
5656,4,2013-10-01T04:00:00.000Z,E HIGH ST ,29016,Unsexed - 1 Year         ,2012,1400
5657,10,2013-03-02T05:00:00.000Z,E HIGH ST ,29017,Sexed - 1 Year           ,2012,1400
5658,4,2019-11-05T05:00:00.000Z,WESTWOOD RD ,29018,Unsexed - 1 Year         ,2012,1600
5659,4,2014-04-03T04:00:00.000Z,ST CHARLES AVE ,29019,Unsexed - 1 Year         ,2012,900
5660,10,2014-08-05T04:00:00.000Z,PROSPECT AVE ,29020,Sexed - 1 Year           ,2012,700
5661,4,2013-06-01T04:00:00.000Z,PROSPECT AVE ,29021,Unsexed - 1 Year         ,2012,700
5662,4,2014-08-05T04:00:00.000Z,PROSPECT AVE ,29022,Unsexed - 1 Year         ,2012,700
5663,4,2012-04-28T04:00:00.000Z,EASTVIEW ST ,29023,Unsexed - 1 Year         ,2012,1800
5664,4,2018-11-23T05:00:00.000Z,RUGBY RD ,29024,Unsexed - 1 Year         ,2012,900
5665,4,2016-12-17T05:00:00.000Z,BRUNSWICK RD ,29025,Unsexed - 1 Year         ,2012,2500
5666,4,2015-04-05T04:00:00.000Z,BRUNSWICK RD ,29026,Unsexed - 1 Year         ,2012,2500
5667,4,2019-10-24T04:00:00.000Z,SUNSET RD ,29027,Unsexed - 1 Year         ,2012,2400
5668,4,2020-09-06T04:00:00.000Z,SUNSET RD ,29028,Unsexed - 1 Year         ,2012,2400
5669,4,2013-07-23T04:00:00.000Z,RUTLEDGE AVE ,29029,Unsexed - 1 Year         ,2012,1400
5670,4,2019-07-26T04:00:00.000Z,RUTLEDGE AVE ,29030,Unsexed - 1 Year         ,2012,1400
5671,10,2016-04-29T04:00:00.000Z,ANDERSON ST ,29031,Sexed - 1 Year           ,2012,900
5672,10,2019-02-24T05:00:00.000Z,PRESTON AVE ,29032,Sexed - 1 Year           ,2012,1000
5673,4,2018-07-21T04:00:00.000Z,FENDALL TER ,29033,Unsexed - 1 Year         ,2012,900
5674,4,2014-08-29T04:00:00.000Z,PARK ST ,29034,Unsexed - 1 Year         ,2012,600
5675,4,2015-08-14T04:00:00.000Z,5TH ST SW ,29035,Unsexed - 1 Year         ,2012,3000
5676,4,2022-05-13T04:00:00.000Z,ROSSER LN ,29036,Unsexed - 1 Year         ,2012,900
5677,4,2018-11-02T04:00:00.000Z,FRANKLIN ST ,29037,Unsexed - 1 Year         ,2012,700
5678,4,2016-10-30T04:00:00.000Z,MERIDIAN ST ,29038,Unsexed - 1 Year         ,2012,1600
5679,4,2012-03-12T04:00:00.000Z,11TH ST NW ,29039,Unsexed - 1 Year         ,2012,500
5680,4,2012-12-10T05:00:00.000Z,WESTERLY AVE ,29041,Unsexed - 1 Year         ,2012,100
5681,4,2014-05-11T04:00:00.000Z,MEADOWBROOK RD ,29042,Unsexed - 1 Year         ,2012,1400
5682,10,2012-05-13T04:00:00.000Z,PROSPECT AVE ,29043,Sexed - 1 Year           ,2012,700
5683,4,2015-04-06T04:00:00.000Z,BELMONT AVE ,29044,Unsexed - 1 Year         ,2012,900
5684,4,2021-01-30T05:00:00.000Z,BELMONT AVE ,29045,Unsexed - 1 Year         ,2012,900
5685,4,2020-02-02T05:00:00.000Z,LEONARD ST ,29046,Unsexed - 1 Year         ,2012,1100
5686,4,2015-05-07T04:00:00.000Z,CAMERON LN ,29047,Unsexed - 1 Year         ,2012,100
5687,4,2020-07-19T04:00:00.000Z,CARLTON AVE ,29048,Unsexed - 1 Year         ,2012,1400
5688,4,2014-10-07T04:00:00.000Z,LONGWOOD DR ,29049,Unsexed - 1 Year         ,2012,1100
5689,4,2013-10-15T04:00:00.000Z,PARK ST ,29050,Unsexed - 1 Year         ,2012,600
5690,10,2013-11-22T05:00:00.000Z,RIVER VISTA AVE ,29051,Sexed - 1 Year           ,2012,12200
5691,4,2016-01-02T05:00:00.000Z,CONCORD AVE ,29052,Unsexed - 1 Year         ,2012,800
5692,10,2015-08-13T04:00:00.000Z,CYNTHIANNA AVE ,29053,Sexed - 1 Year           ,2012,800
5693,4,2021-07-30T04:00:00.000Z,PAGE ST ,29054,Unsexed - 1 Year         ,2012,800
5694,4,2013-12-19T05:00:00.000Z,ST CLAIR AVE ,29055,Unsexed - 1 Year         ,2012,1100
5695,10,2012-11-06T05:00:00.000Z,ANDERSON ST ,29056,Sexed - 1 Year           ,2012,700
5696,0,2018-05-29T04:00:00.000Z,CHESAPEAKE ST ,29057,Service                  ,2012,1300
5697,10,2018-07-13T04:00:00.000Z,BANBURY ST ,29058,Sexed - 1 Year           ,2012,2200
5698,4,2017-06-30T04:00:00.000Z,OLD PRESTON AVE ,29059,Unsexed - 1 Year         ,2012,100
5699,4,2013-04-02T04:00:00.000Z,ALTAVISTA AVE ,29060,Unsexed - 1 Year         ,2012,1100
5700,4,2014-04-28T04:00:00.000Z,GREEN ST ,29061,Unsexed - 1 Year         ,2012,1500
5701,4,2018-02-10T05:00:00.000Z,BAILEY RD ,29062,Unsexed - 1 Year         ,2012,600
5702,4,2020-10-02T04:00:00.000Z,BRANDYWINE DR ,29063,Unsexed - 1 Year         ,2012,1600
5703,4,2014-03-22T04:00:00.000Z,POPLAR ST ,29064,Unsexed - 1 Year         ,2012,1300
5704,4,2016-11-28T05:00:00.000Z,POPLAR ST ,29065,Unsexed - 1 Year         ,2012,1300
5705,4,2016-10-25T04:00:00.000Z,YORKTOWN DR ,29066,Unsexed - 1 Year         ,2012,1800
5706,4,2014-08-06T04:00:00.000Z,YORKTOWN DR ,29067,Unsexed - 1 Year         ,2012,1800
5707,12,2015-02-14T05:00:00.000Z,UNASSIGNED ,29068,Unsexed - 3 Year         ,2014,0
5708,4,2015-07-19T04:00:00.000Z,PRESTON AVE ,29069,Unsexed - 1 Year         ,2012,1300
5709,10,2018-03-18T04:00:00.000Z,GLENDALE RD ,29070,Sexed - 1 Year           ,2012,1000
5710,4,2018-11-05T05:00:00.000Z,ST ANNES RD ,29071,Unsexed - 1 Year         ,2012,1600
5711,10,2014-02-16T05:00:00.000Z,ARBOR CIR ,29072,Sexed - 1 Year           ,2012,400
5712,4,2012-10-14T04:00:00.000Z,13TH ST NE ,29073,Unsexed - 1 Year         ,2012,400
5713,4,2013-01-20T05:00:00.000Z,WEST ST ,29074,Unsexed - 1 Year         ,2012,900
5714,4,2012-04-13T04:00:00.000Z,GREENWICH CT ,29075,Unsexed - 1 Year         ,2012,100
5715,4,2012-05-06T04:00:00.000Z,MELBOURNE PARK CIR ,29076,Unsexed - 1 Year         ,2012,100
5716,4,2014-07-30T04:00:00.000Z,BARRACKS RD ,29077,Unsexed - 1 Year         ,2012,1800
5717,4,2012-09-14T04:00:00.000Z,MADISON AVE ,29078,Unsexed - 1 Year         ,2012,7500
5718,4,2014-09-12T04:00:00.000Z,BELMONT AVE ,29079,Unsexed - 1 Year         ,2012,900
5719,4,2014-12-02T05:00:00.000Z,NAYLOR ST ,29080,Unsexed - 1 Year         ,2012,2500
5720,4,2017-05-20T04:00:00.000Z,BLUE RIDGE RD ,29081,Unsexed - 1 Year         ,2012,1900
5721,10,2019-11-13T05:00:00.000Z,WAYNE AVE ,29082,Sexed - 1 Year           ,2012,2200
5722,4,2014-08-18T04:00:00.000Z,WILLOW DR ,29083,Unsexed - 1 Year         ,2012,1300
5723,10,2021-03-25T04:00:00.000Z,DANBURY CT ,29084,Sexed - 1 Year           ,2012,100
5724,4,2020-06-08T04:00:00.000Z,LYONS COURT LN ,29085,Unsexed - 1 Year         ,2012,700
5725,4,2016-11-25T05:00:00.000Z,LYONS COURT LN ,29086,Unsexed - 1 Year         ,2012,700
5726,4,2015-06-25T04:00:00.000Z,GROVE RD ,29087,Unsexed - 1 Year         ,2012,1400
5727,4,2018-06-22T04:00:00.000Z,ROYS PL ,29088,Unsexed - 1 Year         ,2012,100
5728,4,2015-02-16T05:00:00.000Z,NALLE ST ,29089,Unsexed - 1 Year         ,2012,7200
5729,10,2018-02-28T05:00:00.000Z,CLEVELAND AVE ,29090,Sexed - 1 Year           ,2012,500
5730,4,2020-12-15T05:00:00.000Z,CONCORD DR ,29091,Unsexed - 1 Year         ,2012,1700
5731,4,2018-01-02T05:00:00.000Z,CONCORD DR ,29092,Unsexed - 1 Year         ,2012,1700
5732,4,2019-02-01T05:00:00.000Z,MONTROSE AVE ,29093,Unsexed - 1 Year         ,2012,11100
5733,4,2014-04-29T04:00:00.000Z,ANDERSON ST ,29094,Unsexed - 1 Year         ,2012,900
5734,4,2014-04-29T04:00:00.000Z,ANDERSON ST ,29095,Unsexed - 1 Year         ,2012,900
5735,10,2017-03-07T05:00:00.000Z,MONTICELLO RD ,29096,Sexed - 1 Year           ,2012,1400
5736,4,2014-04-04T04:00:00.000Z,GREENWICH CT ,29097,Unsexed - 1 Year         ,2012,100
5737,4,2017-04-01T04:00:00.000Z,MERIDIAN ST ,29098,Unsexed - 1 Year         ,2012,1600
5738,4,2015-02-14T05:00:00.000Z,AUGUSTA ST ,29099,Unsexed - 1 Year         ,2012,1200
5739,4,2013-07-06T04:00:00.000Z,E MARKET ST ,29100,Unsexed - 1 Year         ,2012,1600
5740,4,2021-02-21T05:00:00.000Z,BANBURY ST ,29101,Unsexed - 1 Year         ,2012,2200
5741,4,2017-03-04T05:00:00.000Z,BOLLING AVE ,29102,Unsexed - 1 Year         ,2012,6100
5742,4,2014-09-14T04:00:00.000Z,WALKER SQ ,29103,Unsexed - 1 Year         ,2012,700
5743,4,2012-10-17T04:00:00.000Z,BRANDYWINE CT ,29104,Unsexed - 1 Year         ,2012,1600
5744,4,2019-08-19T04:00:00.000Z,BRANDYWINE CT ,29105,Unsexed - 1 Year         ,2012,1600
5745,4,2016-09-20T04:00:00.000Z,EDGEWOOD LN ,29106,Unsexed - 1 Year         ,2012,1800
5746,4,2015-08-17T04:00:00.000Z,TARLETON DR ,29107,Unsexed - 1 Year         ,2012,2100
5747,4,2014-08-26T04:00:00.000Z,QUARRY RD ,29108,Unsexed - 1 Year         ,2012,300
5748,4,2015-05-18T04:00:00.000Z,MEADE AVE ,29109,Unsexed - 1 Year         ,2012,3200
5749,4,2016-02-25T05:00:00.000Z,SHERIDAN AVE ,29110,Unsexed - 1 Year         ,2012,1000
5750,4,2015-06-14T04:00:00.000Z,LESTER DR ,29111,Unsexed - 1 Year         ,2012,1400
5751,4,2014-09-20T04:00:00.000Z,HENRY AVE ,29112,Unsexed - 1 Year         ,2012,9200
5752,4,2014-04-04T04:00:00.000Z,GREENBRIER DR ,29113,Unsexed - 1 Year         ,2012,2200
5753,10,2019-11-28T05:00:00.000Z,14TH ST NW ,29114,Sexed - 1 Year           ,2012,100
5754,4,2018-07-26T04:00:00.000Z,MERIDIAN ST ,29115,Unsexed - 1 Year         ,2012,1600
5755,4,2014-02-20T05:00:00.000Z,MERIWETHER ST ,29117,Unsexed - 1 Year         ,2012,1100
5756,10,2016-10-02T04:00:00.000Z,PAGE ST ,29118,Sexed - 1 Year           ,2012,800
5757,10,2014-01-18T05:00:00.000Z,10TH ST NW ,29119,Sexed - 1 Year           ,2012,300
5758,10,2018-11-24T05:00:00.000Z,MICHIE DR ,29120,Sexed - 1 Year           ,2012,2100
5759,4,2015-02-03T05:00:00.000Z,ST CHARLES AVE ,29121,Unsexed - 1 Year         ,2012,900
5760,4,2017-09-19T04:00:00.000Z,CAMBRIDGE CIR ,29122,Unsexed - 1 Year         ,2012,1600
5761,4,2012-08-23T04:00:00.000Z,OLD FARM RD ,29123,Unsexed - 1 Year         ,2012,0
5762,4,2012-06-30T04:00:00.000Z,BARRACKS RD ,29124,Unsexed - 1 Year         ,2012,2600
5763,4,2017-10-09T04:00:00.000Z,7 1/2 ST SW ,29125,Unsexed - 1 Year         ,2012,400
5764,4,2012-06-21T04:00:00.000Z,WINSTON RD ,29126,Unsexed - 1 Year         ,2012,1800
5765,4,2014-10-07T04:00:00.000Z,RUTLEDGE AVE ,29127,Unsexed - 1 Year         ,2012,1500
5766,4,2012-09-30T04:00:00.000Z,BELLEVIEW AVE ,29128,Unsexed - 1 Year         ,2012,1200
5767,10,2017-02-26T05:00:00.000Z,CARLTON RD ,29129,Sexed - 1 Year           ,2012,300
5768,4,2014-01-03T05:00:00.000Z,PAGE ST ,29130,Unsexed - 1 Year         ,2012,300
5769,10,2019-04-08T04:00:00.000Z,FOREST HILLS AVE ,29131,Sexed - 1 Year           ,2012,1000
5770,4,2016-04-08T04:00:00.000Z,THOMSON RD ,29132,Unsexed - 1 Year         ,2012,1900
5771,4,2018-09-11T04:00:00.000Z,BROOKWOOD DR ,29133,Unsexed - 1 Year         ,2012,100
5772,4,2012-05-23T04:00:00.000Z,ST CHARLES AVE ,29134,Unsexed - 1 Year         ,2012,7000
5773,4,2020-01-25T05:00:00.000Z,CHESAPEAKE ST ,29135,Unsexed - 1 Year         ,2012,1900
5774,10,2014-05-20T04:00:00.000Z,LONGWOOD DR ,29136,Sexed - 1 Year           ,2012,1200
5775,4,2020-12-28T05:00:00.000Z,MOBILE LN ,29137,Unsexed - 1 Year         ,2012,400
5776,4,2014-04-13T04:00:00.000Z,MOBILE LN ,29138,Unsexed - 1 Year         ,2012,400
5777,4,2014-04-13T04:00:00.000Z,MOBILE LN ,29139,Unsexed - 1 Year         ,2012,400
5778,4,2014-11-14T05:00:00.000Z,ST CLAIR AVE ,29140,Unsexed - 1 Year         ,2012,1000
5779,4,2015-12-14T05:00:00.000Z,SHORT 18TH ST ,29141,Unsexed - 1 Year         ,2012,1400
5780,4,2012-10-14T04:00:00.000Z,13TH ST NE ,29143,Unsexed - 1 Year         ,2012,400
5781,4,2012-10-14T04:00:00.000Z,13TH ST NE ,29144,Unsexed - 1 Year         ,2012,400
5782,4,2017-02-19T05:00:00.000Z,CHERRY AVE ,29145,Unsexed - 1 Year         ,2012,1400
5783,4,2016-04-21T04:00:00.000Z,CHERRY AVE ,29146,Unsexed - 1 Year         ,2012,1400
5784,4,2017-03-24T04:00:00.000Z,BROWN ST ,29147,Unsexed - 1 Year         ,2012,600
5785,4,2013-08-19T04:00:00.000Z,LEXINGTON AVE ,29148,Unsexed - 1 Year         ,2012,700
5786,4,2021-07-02T04:00:00.000Z,LAUREL CIR ,29149,Unsexed - 1 Year         ,2012,100
5787,4,2014-02-17T05:00:00.000Z,IVY RD ,29150,Unsexed - 1 Year         ,2012,2100
5788,4,2014-02-17T05:00:00.000Z,IVY RD ,29151,Unsexed - 1 Year         ,2012,2100
5789,4,2015-04-06T04:00:00.000Z,MEADE AVE ,29153,Unsexed - 1 Year         ,2012,3200
5790,4,2021-08-28T04:00:00.000Z,LOCUST AVE ,29155,Unsexed - 1 Year         ,2012,800
5791,4,2018-02-04T05:00:00.000Z,LOCUST AVE ,29156,Unsexed - 1 Year         ,2012,800
5792,10,2019-06-05T04:00:00.000Z,SHERIDAN AVE ,29157,Sexed - 1 Year           ,2012,1000
5793,4,2013-12-19T05:00:00.000Z,ST CLAIR AVE ,29159,Unsexed - 1 Year         ,2012,1100
5794,4,2014-05-09T04:00:00.000Z,MONTROSE AVE ,29161,Unsexed - 1 Year         ,2012,900
5795,4,2015-11-01T04:00:00.000Z,LOCUST AVE ,29162,Unsexed - 1 Year         ,2012,5100
5796,4,2020-01-17T05:00:00.000Z,CENTER AVE ,29163,Unsexed - 1 Year         ,2012,16400
5797,4,2021-01-02T05:00:00.000Z,TARLETON DR ,29164,Unsexed - 1 Year         ,2012,2100
5798,4,2015-04-05T04:00:00.000Z,MCELROY DR ,29165,Unsexed - 1 Year         ,2012,2700
5799,10,2013-05-05T04:00:00.000Z,250 BYPASS ,29166,Sexed - 1 Year           ,2012,600
5800,4,2014-05-30T04:00:00.000Z,MOSELEY DR ,29167,Unsexed - 1 Year         ,2012,400
5801,4,2018-06-24T04:00:00.000Z,MOSELEY DR ,29168,Unsexed - 1 Year         ,2012,400
5802,10,2018-06-24T04:00:00.000Z,MOSELEY DR ,29169,Sexed - 1 Year           ,2012,400
5803,4,2014-08-23T04:00:00.000Z,DICE ST ,29170,Unsexed - 1 Year         ,2012,400
5804,4,2014-08-03T04:00:00.000Z,DICE ST ,29171,Unsexed - 1 Year         ,2012,400
5805,4,2020-10-13T04:00:00.000Z,LEWIS MOUNTAIN RD ,29172,Unsexed - 1 Year         ,2012,1900
5806,4,2016-03-07T05:00:00.000Z,DRUID AVE ,29173,Unsexed - 1 Year         ,2012,800
5807,10,2013-01-04T05:00:00.000Z,5TH ST SW ,29174,Sexed - 1 Year           ,2012,1100
5808,10,2013-01-04T05:00:00.000Z,5TH ST SW ,29175,Sexed - 1 Year           ,2012,1100
5809,4,2015-04-04T04:00:00.000Z,CENTER AVE ,29176,Unsexed - 1 Year         ,2012,1600
5810,4,2019-08-07T04:00:00.000Z,ELIZABETH AVE ,29177,Unsexed - 1 Year         ,2012,600
5811,4,2020-02-17T05:00:00.000Z,EARLY ST ,29178,Unsexed - 1 Year         ,2012,1400
5812,10,2015-02-12T05:00:00.000Z,MOSELEY DR ,29179,Sexed - 1 Year           ,2012,400
5813,4,2017-03-11T05:00:00.000Z,BING LN ,29180,Unsexed - 1 Year         ,2012,900
5814,10,2015-02-12T05:00:00.000Z,MOSELEY DR ,29181,Sexed - 1 Year           ,2012,400
5815,10,2015-03-21T04:00:00.000Z,MOSELEY DR ,29182,Sexed - 1 Year           ,2012,400
5816,4,2015-02-28T05:00:00.000Z,ROCK CREEK RD ,29183,Unsexed - 1 Year         ,2012,700
5817,10,2015-12-17T05:00:00.000Z,WESTWOOD RD ,29184,Sexed - 1 Year           ,2012,1600
