RecordID,FeeAmount,RabiesExpirationDate,StreetName,TagNumber,TagType,TagYear,BlockNumber
7435,4,2019-08-08T04:00:00.000Z,BAILEY RD ,34196,Unsexed - 1 Year         ,2013,600
7436,4,2015-07-27T04:00:00.000Z,YORKTOWN DR ,34197,Unsexed - 1 Year         ,2013,1700
7437,4,2019-04-15T04:00:00.000Z,YORKTOWN DR ,34198,Unsexed - 1 Year         ,2013,1700
7438,4,2016-05-28T04:00:00.000Z,RAINIER RD ,34199,Unsexed - 1 Year         ,2013,800
7439,4,2017-07-08T04:00:00.000Z,EDGEWOOD LN ,34200,Unsexed - 1 Year         ,2013,1800
7440,4,2019-09-12T04:00:00.000Z,JEFFERSON PARK CIR ,34201,Unsexed - 1 Year         ,2013,2600
7441,4,2014-08-12T04:00:00.000Z,HARTMANS MILL RD ,34202,Unsexed - 1 Year         ,2013,200
7442,4,2019-02-23T05:00:00.000Z,WATSON AVE ,34204,Unsexed - 1 Year         ,2013,600
7443,4,2014-06-16T04:00:00.000Z,LITTLE HIGH ST ,34205,Unsexed - 1 Year         ,2013,1100
7444,4,2016-03-29T04:00:00.000Z,MCELROY DR ,34206,Unsexed - 1 Year         ,2013,2700
7445,4,2018-02-06T05:00:00.000Z,HIGHLAND AVE ,34207,Unsexed - 1 Year         ,2013,2300
7446,4,2016-02-09T05:00:00.000Z,PARK ST ,34208,Unsexed - 1 Year         ,2013,800
7447,4,2015-10-04T04:00:00.000Z,RAINIER RD ,34209,Unsexed - 1 Year         ,2013,700
7448,4,2017-04-17T04:00:00.000Z,ST GEORGE AVE ,34210,Unsexed - 1 Year         ,2013,1200
7449,4,2017-05-28T04:00:00.000Z,PARKER PL ,34211,Unsexed - 1 Year         ,2013,11100
7450,4,2015-09-11T04:00:00.000Z,OXFORD PL ,34212,Unsexed - 1 Year         ,2013,1300
7451,4,2018-03-13T04:00:00.000Z,KENWOOD LN ,34213,Unsexed - 1 Year         ,2013,1300
7452,10,2020-10-14T04:00:00.000Z,KENWOOD LN ,34214,Sexed - 1 Year           ,2013,1300
7453,10,2019-12-19T05:00:00.000Z,GROVE RD ,34215,Sexed - 1 Year           ,2013,1600
7454,4,2017-10-23T04:00:00.000Z,HARTFORD CT ,34216,Unsexed - 1 Year         ,2013,100
7455,4,2015-06-11T04:00:00.000Z,JOHN ST ,34217,Unsexed - 1 Year         ,2013,1200
7456,4,2013-08-19T04:00:00.000Z,LEXINGTON AVE ,34218,Unsexed - 1 Year         ,2013,700
7457,4,2015-06-07T04:00:00.000Z,COTTONWOOD RD ,34219,Unsexed - 1 Year         ,2013,1000
7458,4,2015-10-08T04:00:00.000Z,AZALEA DR ,34220,Unsexed - 1 Year         ,2013,200
7459,4,2020-10-04T04:00:00.000Z,KERRY LN ,34221,Unsexed - 1 Year         ,2013,100
7460,4,2020-05-15T04:00:00.000Z,BLENHEIM AVE ,34222,Unsexed - 1 Year         ,2013,600
7461,4,2019-01-19T05:00:00.000Z,RUGBY RD ,34223,Unsexed - 1 Year         ,2013,900
7462,4,2015-09-21T04:00:00.000Z,RUGBY RD ,34224,Unsexed - 1 Year         ,2013,900
7463,4,2019-05-13T04:00:00.000Z,BLENHEIM AVE ,34225,Unsexed - 1 Year         ,2013,600
7464,4,2015-07-17T04:00:00.000Z,BOLLING AVE ,34226,Unsexed - 1 Year         ,2013,7100
7465,4,2015-07-17T04:00:00.000Z,BOLLING AVE ,34227,Unsexed - 1 Year         ,2013,7100
7466,4,2015-06-25T04:00:00.000Z,NALLE ST ,34228,Unsexed - 1 Year         ,2013,700
7467,4,2016-07-31T04:00:00.000Z,MONTICELLO AVE ,34229,Unsexed - 1 Year         ,2013,1600
7468,4,2015-08-29T04:00:00.000Z,SHORT 18TH ST ,34230,Unsexed - 1 Year         ,2013,1500
7469,4,2019-09-02T04:00:00.000Z,GLENN CT ,34231,Unsexed - 1 Year         ,2013,2300
7470,4,2021-05-10T04:00:00.000Z,ROTHERY RD ,34232,Unsexed - 1 Year         ,2013,100
7471,4,2020-10-02T04:00:00.000Z,BRANDYWINE DR ,34233,Unsexed - 1 Year         ,2013,1600
7472,4,2014-02-24T05:00:00.000Z,RAINIER RD ,34234,Unsexed - 1 Year         ,2013,900
7473,4,2016-07-19T04:00:00.000Z,6TH ST SW ,34235,Unsexed - 1 Year         ,2013,300
7474,4,2019-12-14T05:00:00.000Z,HARDY DR ,34236,Unsexed - 1 Year         ,2013,8100
7475,4,2017-08-30T04:00:00.000Z,NORTH BAKER ST ,34237,Unsexed - 1 Year         ,2013,100
7476,4,2013-04-13T04:00:00.000Z,LONGWOOD DR ,34238,Unsexed - 1 Year         ,2013,1100
7477,4,2018-02-06T05:00:00.000Z,HIGHLAND AVE ,34239,Unsexed - 1 Year         ,2013,2300
7478,4,2015-09-13T04:00:00.000Z,WALKER SQ ,34240,Unsexed - 1 Year         ,2013,700
7479,4,2015-07-09T04:00:00.000Z,UNASSIGNED ,34241,Unsexed - 1 Year         ,2013,0
7480,10,2014-05-28T04:00:00.000Z,13TH ST NW ,34242,Sexed - 1 Year           ,2013,600
7481,4,2021-02-06T05:00:00.000Z,PARK ST ,34243,Unsexed - 1 Year         ,2013,700
7482,4,2015-09-28T04:00:00.000Z,E MAIN ST ,34244,Unsexed - 1 Year         ,2013,300
7483,4,2017-01-27T05:00:00.000Z,HILLTOP RD ,34245,Unsexed - 1 Year         ,2013,1300
7484,4,2017-02-19T05:00:00.000Z,HILLTOP RD ,34246,Unsexed - 1 Year         ,2013,1300
7485,4,2015-08-29T04:00:00.000Z,HILLTOP RD ,34247,Unsexed - 1 Year         ,2013,1300
7486,4,2015-09-19T04:00:00.000Z,AZALEA DR ,34248,Unsexed - 1 Year         ,2013,100
7487,4,2020-12-29T05:00:00.000Z,EARLY ST ,34249,Unsexed - 1 Year         ,2013,1500
7488,10,2022-01-18T05:00:00.000Z,LEXINGTON AVE ,34250,Sexed - 1 Year           ,2013,600
7489,4,2020-01-18T05:00:00.000Z,SPRUCE ST ,34251,Unsexed - 1 Year         ,2013,200
7490,10,2013-07-08T04:00:00.000Z,ST ANNES RD ,34252,Sexed - 1 Year           ,2013,1600
7491,4,2020-04-20T04:00:00.000Z,UNKNOWN ,34253,Unsexed - 1 Year         ,2013,0
7492,4,2017-10-15T04:00:00.000Z,ELLIOTT AVE ,34254,Unsexed - 1 Year         ,2013,1100
7493,4,2016-05-15T04:00:00.000Z,ELLIOTT AVE ,34255,Unsexed - 1 Year         ,2013,600
7494,4,2014-10-28T04:00:00.000Z,WERTLAND ST ,34256,Unsexed - 1 Year         ,2013,10000
7495,4,2014-08-11T04:00:00.000Z,GROVE RD ,34257,Unsexed - 1 Year         ,2013,1600
7496,4,2021-08-28T04:00:00.000Z,BIRDWOOD CT ,34258,Unsexed - 1 Year         ,2013,100
7497,4,2015-09-26T04:00:00.000Z,BIRDWOOD CT ,34259,Unsexed - 1 Year         ,2013,100
7498,4,2016-04-22T04:00:00.000Z,VILLAGE CT ,34260,Unsexed - 1 Year         ,2013,100
7499,10,2019-10-10T04:00:00.000Z,GREENLEAF LN ,34261,Sexed - 1 Year           ,2013,1600
7500,4,2016-10-01T04:00:00.000Z,GREENLEAF LN ,34261,Unsexed - 1 Year         ,2013,1600
7501,4,2016-11-11T05:00:00.000Z,4TH ST SE ,34263,Unsexed - 1 Year         ,2013,300
7502,4,2018-11-23T05:00:00.000Z,RUGBY RD ,34264,Unsexed - 1 Year         ,2013,900
7503,4,2020-04-16T04:00:00.000Z,ANDERSON ST ,34265,Unsexed - 1 Year         ,2013,700
7504,4,2017-07-16T04:00:00.000Z,ESSEX RD ,34266,Unsexed - 1 Year         ,2013,1700
7505,4,2014-06-19T04:00:00.000Z,UNASSIGNED ,34267,Unsexed - 1 Year         ,2013,0
7506,4,2018-01-10T05:00:00.000Z,E MARKET ST ,34268,Unsexed - 1 Year         ,2013,1500
7507,4,2017-07-05T04:00:00.000Z,E MARKET ST ,34269,Unsexed - 1 Year         ,2013,1500
7508,4,2021-06-12T04:00:00.000Z,CLEVELAND AVE ,34270,Unsexed - 1 Year         ,2013,300
7509,4,2019-06-15T04:00:00.000Z,LEVY AVE ,34271,Unsexed - 1 Year         ,2013,700
7510,4,2020-02-04T05:00:00.000Z,NORTHWOOD AVE ,34272,Unsexed - 1 Year         ,2013,700
7511,4,2016-02-04T05:00:00.000Z,NORTHWOOD AVE ,34273,Unsexed - 1 Year         ,2013,700
7512,4,2014-03-22T04:00:00.000Z,POPLAR ST ,34274,Unsexed - 1 Year         ,2013,1300
7513,4,2016-11-28T05:00:00.000Z,POPLAR ST ,34275,Unsexed - 1 Year         ,2013,1300
7514,4,2016-12-17T05:00:00.000Z,MANILA ST ,34276,Unsexed - 1 Year         ,2013,1000
7515,10,2013-08-14T04:00:00.000Z,ROCK CREEK RD ,34277,Sexed - 1 Year           ,2013,900
7516,4,2013-11-17T05:00:00.000Z,CRESTMONT AVE ,34278,Unsexed - 1 Year         ,2013,2300
7517,4,2015-09-13T04:00:00.000Z,6TH ST NW ,34279,Unsexed - 1 Year         ,2013,200
7518,4,2019-11-15T05:00:00.000Z,RUTLEDGE AVE ,34280,Unsexed - 1 Year         ,2013,1400
7519,4,2014-04-29T04:00:00.000Z,ANDERSON ST ,34281,Unsexed - 1 Year         ,2013,900
7520,4,2021-02-26T05:00:00.000Z,FENDALL AVE ,34282,Unsexed - 1 Year         ,2013,1800
7521,4,2015-04-06T04:00:00.000Z,BELMONT AVE ,34283,Unsexed - 1 Year         ,2013,900
7522,4,2021-01-30T05:00:00.000Z,BELMONT AVE ,34284,Unsexed - 1 Year         ,2013,900
7523,4,2014-04-18T04:00:00.000Z,NALLE ST ,34285,Unsexed - 1 Year         ,2013,700
7524,4,2019-09-23T04:00:00.000Z,LOCUST LN ,34286,Unsexed - 1 Year         ,2013,1000
7525,4,2013-10-25T04:00:00.000Z,WELLFORD ST ,34287,Unsexed - 1 Year         ,2013,1100
7526,4,2015-10-06T04:00:00.000Z,E HIGH ST ,34288,Unsexed - 1 Year         ,2013,700
7527,4,2013-08-26T04:00:00.000Z,ELLIOTT AVE ,34289,Unsexed - 1 Year         ,2013,900
7528,4,2014-11-01T04:00:00.000Z,GALLOWAY DR ,34290,Unsexed - 1 Year         ,2013,1700
7529,4,2016-07-13T04:00:00.000Z,UNKNOWN ,34291,Unsexed - 1 Year         ,2013,0
7530,4,2016-08-19T04:00:00.000Z,MARIE PL ,34292,Unsexed - 1 Year         ,2013,100
7531,4,2016-06-23T04:00:00.000Z,HOLMES AVE ,34293,Unsexed - 1 Year         ,2013,1200
7532,4,2016-08-06T04:00:00.000Z,12TH ST NE ,34294,Unsexed - 1 Year         ,2013,300
7533,4,2015-07-29T04:00:00.000Z,HANOVER ST ,34295,Unsexed - 1 Year         ,2013,500
7534,4,2018-12-18T05:00:00.000Z,OXFORD RD ,34296,Unsexed - 1 Year         ,2013,1400
7535,4,2020-03-06T05:00:00.000Z,WELLFORD ST ,34297,Unsexed - 1 Year         ,2013,1300
7536,4,2013-12-07T05:00:00.000Z,1ST ST S ,34298,Unsexed - 1 Year         ,2013,9000
7537,4,2014-09-26T04:00:00.000Z,STADIUM RD ,34299,Unsexed - 1 Year         ,2013,19000
7538,10,2019-02-10T05:00:00.000Z,STRIBLING AVE ,34300,Sexed - 1 Year           ,2013,1200
7539,12,2021-10-18T04:00:00.000Z,WESTVIEW RD ,34301,Unsexed - 3 Year         ,2015,1800
7540,12,2020-07-25T04:00:00.000Z,WESTVIEW RD ,34302,Unsexed - 3 Year         ,2015,1800
7541,4,2014-03-02T05:00:00.000Z,WATSON AVE ,34303,Unsexed - 1 Year         ,2013,600
7542,4,2014-01-21T05:00:00.000Z,OAK ST ,34304,Unsexed - 1 Year         ,2013,400
7543,4,2019-12-22T05:00:00.000Z,ROSSER LN ,34305,Unsexed - 1 Year         ,2013,900
7544,4,2015-05-31T04:00:00.000Z,WINSTON RD ,34306,Unsexed - 1 Year         ,2013,1800
7545,4,2016-01-10T05:00:00.000Z,HOLMES AVE ,34307,Unsexed - 1 Year         ,2013,1200
7546,4,2015-06-01T04:00:00.000Z,WALKER SQ ,34308,Unsexed - 1 Year         ,2013,700
7547,12,2015-10-12T04:00:00.000Z,DICE ST ,34309,Unsexed - 3 Year         ,2015,500
7548,4,2015-04-17T04:00:00.000Z,ROBERTSON AVE ,34310,Unsexed - 1 Year         ,2013,2000
7549,4,2015-09-08T04:00:00.000Z,UNASSIGNED ,34311,Unsexed - 1 Year         ,2013,0
7550,4,2016-09-12T04:00:00.000Z,DRUID AVE ,34312,Unsexed - 1 Year         ,2013,11000
7551,4,2019-04-30T04:00:00.000Z,RIVES ST ,34313,Unsexed - 1 Year         ,2013,900
7552,4,2016-02-29T05:00:00.000Z,OXFORD RD ,34314,Unsexed - 1 Year         ,2013,1600
7553,10,2014-03-10T04:00:00.000Z,FOREST HILLS AVE ,34315,Sexed - 1 Year           ,2013,1000
7554,10,2014-03-10T04:00:00.000Z,FOREST HILLS AVE ,34316,Sexed - 1 Year           ,2013,1000
7555,4,2015-10-10T04:00:00.000Z,BLINCOE LN ,34317,Unsexed - 1 Year         ,2013,100
7556,4,2014-01-26T05:00:00.000Z,UNASSIGNED ,34318,Unsexed - 1 Year         ,2013,0
7557,4,2013-07-13T04:00:00.000Z,ELLIOTT AVE ,34319,Unsexed - 1 Year         ,2013,900
7558,4,2014-06-17T04:00:00.000Z,GROVE RD ,34320,Unsexed - 1 Year         ,2013,1400
7559,4,2019-05-10T04:00:00.000Z,RUGBY AVE ,34321,Unsexed - 1 Year         ,2013,1400
7560,4,2019-07-15T04:00:00.000Z,RUGBY AVE ,34322,Unsexed - 1 Year         ,2013,1400
7561,4,2017-03-01T05:00:00.000Z,RUGBY AVE ,34323,Unsexed - 1 Year         ,2013,1400
7562,4,2018-05-02T04:00:00.000Z,RUGBY AVE ,34324,Unsexed - 1 Year         ,2013,1400
7563,4,2015-05-21T04:00:00.000Z,ST CLAIR AVE ,34325,Unsexed - 1 Year         ,2013,900
7564,4,2015-04-26T04:00:00.000Z,EDGEWOOD LN ,34326,Unsexed - 1 Year         ,2013,1800
7565,4,2014-03-11T04:00:00.000Z,PRICE AVE ,34327,Unsexed - 1 Year         ,2013,2300
7566,4,2018-02-26T05:00:00.000Z,DELLMEAD LN ,34328,Unsexed - 1 Year         ,2013,2300
7567,4,2018-02-26T05:00:00.000Z,DELLMEAD LN ,34329,Unsexed - 1 Year         ,2013,2300
7568,4,2019-09-06T04:00:00.000Z,YORKTOWN DR ,34330,Unsexed - 1 Year         ,2013,1800
7569,4,2018-07-27T04:00:00.000Z,WESTWOOD RD ,34331,Unsexed - 1 Year         ,2013,1400
7570,4,2016-11-04T04:00:00.000Z,MEADE AVE ,34332,Unsexed - 1 Year         ,2013,3200
7571,4,2018-02-09T05:00:00.000Z,LEVY AVE ,34333,Unsexed - 1 Year         ,2013,700
7572,4,2020-03-18T04:00:00.000Z,GROVE AVE ,34334,Unsexed - 1 Year         ,2013,600
7573,4,2014-09-16T04:00:00.000Z,SHERWOOD RD ,34336,Unsexed - 1 Year         ,2013,1200
7574,10,2017-01-19T05:00:00.000Z,STRIBLING AVE ,34337,Sexed - 1 Year           ,2013,100
7575,4,2014-12-02T05:00:00.000Z,DRUID AVE ,34338,Unsexed - 1 Year         ,2013,800
7576,4,2014-12-02T05:00:00.000Z,DRUID AVE ,34339,Unsexed - 1 Year         ,2013,800
7577,4,2014-04-28T04:00:00.000Z,GREEN ST ,34340,Unsexed - 1 Year         ,2013,1500
7578,4,2013-10-20T04:00:00.000Z,MERIWETHER ST ,34341,Unsexed - 1 Year         ,2013,1200
7579,4,2017-04-18T04:00:00.000Z,MERIDIAN ST ,34342,Unsexed - 1 Year         ,2013,1600
7580,4,2018-03-02T05:00:00.000Z,BOLLING AVE ,34343,Unsexed - 1 Year         ,2013,800
7581,10,2017-03-07T05:00:00.000Z,MONTICELLO RD ,34344,Sexed - 1 Year           ,2013,1400
7582,4,2018-02-04T05:00:00.000Z,LOCUST AVE ,34345,Unsexed - 1 Year         ,2013,800
7583,4,2021-08-28T04:00:00.000Z,LOCUST AVE ,34346,Unsexed - 1 Year         ,2013,800
7584,4,2020-03-02T05:00:00.000Z,GREENLEAF LN ,34347,Unsexed - 1 Year         ,2013,1600
7585,4,2015-11-06T05:00:00.000Z,RAINIER RD ,34348,Unsexed - 1 Year         ,2013,700
7586,4,2015-05-12T04:00:00.000Z,RAINIER RD ,34349,Unsexed - 1 Year         ,2013,700
7587,4,2016-12-23T05:00:00.000Z,UNASSIGNED ,34350,Unsexed - 1 Year         ,2013,0
7588,4,2016-12-23T05:00:00.000Z,UNASSIGNED ,34351,Unsexed - 1 Year         ,2013,0
7589,4,2019-12-21T05:00:00.000Z,BANBURY ST ,34352,Unsexed - 1 Year         ,2013,2200
7590,4,2016-01-29T05:00:00.000Z,GROVER CT ,34353,Unsexed - 1 Year         ,2013,100
7591,4,2021-01-10T05:00:00.000Z,PALATINE AVE ,34354,Unsexed - 1 Year         ,2013,300
7592,4,2014-09-16T04:00:00.000Z,SHERWOOD RD ,34355,Unsexed - 1 Year         ,2013,1200
7593,4,2020-06-08T04:00:00.000Z,PARK ST ,34355,Unsexed - 1 Year         ,2014,700
7594,10,2018-06-10T04:00:00.000Z,WESTVIEW RD ,34356,Sexed - 1 Year           ,2013,1800
7595,4,2020-07-11T04:00:00.000Z,RAINIER RD ,34357,Unsexed - 1 Year         ,2013,900
7596,4,2019-02-18T05:00:00.000Z,BLINCOE LN ,34358,Unsexed - 1 Year         ,2013,100
7597,4,2017-01-16T05:00:00.000Z,MOSELEY DR ,34359,Unsexed - 1 Year         ,2013,500
7598,4,2013-06-02T04:00:00.000Z,BLENHEIM AVE ,34360,Unsexed - 1 Year         ,2013,600
7599,4,2016-02-25T05:00:00.000Z,BLENHEIM AVE ,34361,Unsexed - 1 Year         ,2013,600
7600,4,2020-01-20T05:00:00.000Z,MELISSA PL ,34362,Unsexed - 1 Year         ,2013,100
7601,4,2016-04-20T04:00:00.000Z,MELISSA PL ,34363,Unsexed - 1 Year         ,2013,100
7602,4,2019-05-11T04:00:00.000Z,LOCUST AVE ,34364,Unsexed - 1 Year         ,2013,800
7603,10,2021-07-18T04:00:00.000Z,ROYS PL ,34365,Sexed - 1 Year           ,2013,100
7604,4,2015-07-27T04:00:00.000Z,PARK PLZ ,34367,Unsexed - 1 Year         ,2013,500
7605,4,2019-02-18T05:00:00.000Z,GREENLEAF LN ,34368,Unsexed - 1 Year         ,2013,1600
7606,4,2016-11-09T05:00:00.000Z,SMITH ST ,34369,Unsexed - 1 Year         ,2013,1200
7607,4,2016-08-20T04:00:00.000Z,WESTVIEW RD ,34370,Unsexed - 1 Year         ,2013,1800
7608,4,2016-11-21T05:00:00.000Z,NORTH AVE ,34371,Unsexed - 1 Year         ,2013,600
7609,10,2018-01-02T05:00:00.000Z,WESTWOOD RD ,34372,Sexed - 1 Year           ,2013,1400
7610,10,2018-01-02T05:00:00.000Z,WESTWOOD RD ,34373,Sexed - 1 Year           ,2013,1400
7611,4,2013-11-13T05:00:00.000Z,GILLESPIE AVE ,34374,Unsexed - 1 Year         ,2013,700
7612,4,2017-04-08T04:00:00.000Z,GILLESPIE AVE ,34375,Unsexed - 1 Year         ,2013,700
7613,4,2014-06-02T04:00:00.000Z,GILLESPIE AVE ,34376,Unsexed - 1 Year         ,2013,700
7614,4,2019-12-22T05:00:00.000Z,SHERIDAN AVE ,34377,Unsexed - 1 Year         ,2013,1000
7615,4,2020-03-27T04:00:00.000Z,SHERIDAN AVE ,34378,Unsexed - 1 Year         ,2013,1000
7616,4,2019-04-28T04:00:00.000Z,SHERIDAN AVE ,34379,Unsexed - 1 Year         ,2013,1000
7617,4,2021-10-27T04:00:00.000Z,SHERIDAN AVE ,34380,Unsexed - 1 Year         ,2013,1000
7618,4,2020-04-01T04:00:00.000Z,SHERIDAN AVE ,34381,Unsexed - 1 Year         ,2013,1000
7619,10,2018-03-18T04:00:00.000Z,GLENDALE RD ,34382,Sexed - 1 Year           ,2013,1000
7620,4,2013-02-11T05:00:00.000Z,E MARKET ST ,34383,Unsexed - 1 Year         ,2013,1300
7621,4,2020-02-09T05:00:00.000Z,DENICE LN ,34384,Unsexed - 1 Year         ,2013,100
7622,4,2021-07-30T04:00:00.000Z,PAGE ST ,34385,Unsexed - 1 Year         ,2013,800
7623,4,2013-12-28T05:00:00.000Z,BAYLOR LN ,34386,Unsexed - 1 Year         ,2013,100
7624,4,2017-09-06T04:00:00.000Z,ASHBY PL ,34387,Unsexed - 1 Year         ,2013,1000
7625,4,2017-09-06T04:00:00.000Z,ASHBY PL ,34388,Unsexed - 1 Year         ,2013,1000
7626,4,2019-03-11T04:00:00.000Z,RIVERVIEW ST ,34389,Unsexed - 1 Year         ,2013,200
7627,4,2016-07-09T04:00:00.000Z,SHAMROCK RD ,34390,Unsexed - 1 Year         ,2013,100
7628,10,2016-10-29T04:00:00.000Z,MADISON AVE ,34391,Sexed - 1 Year           ,2013,700
7629,10,2016-09-20T04:00:00.000Z,ROUGEMONT AVE ,34392,Sexed - 1 Year           ,2013,900
7630,10,2020-01-31T05:00:00.000Z,MICHIE DR ,34395,Sexed - 1 Year           ,2013,2100
7631,4,2019-07-06T04:00:00.000Z,RIVERSIDE AVE ,34396,Unsexed - 1 Year         ,2013,400
7632,4,2015-10-18T04:00:00.000Z,COTTONWOOD RD ,34397,Unsexed - 1 Year         ,2013,1000
7633,4,2015-04-07T04:00:00.000Z,DRUID AVE ,34398,Unsexed - 1 Year         ,2013,11000
7634,4,2014-04-04T04:00:00.000Z,GREENWICH CT ,34399,Unsexed - 1 Year         ,2013,100
7635,4,2019-03-11T04:00:00.000Z,RIVERVIEW ST ,34400,Unsexed - 1 Year         ,2013,200
7636,4,2014-06-22T04:00:00.000Z,MONTROSE AVE ,34401,Unsexed - 1 Year         ,2013,1100
7637,4,2016-08-28T04:00:00.000Z,GREEN ST ,34402,Unsexed - 1 Year         ,2013,1600
7638,4,2019-08-09T04:00:00.000Z,MALCOLM CRES ,34403,Unsexed - 1 Year         ,2013,600
7639,4,2020-02-06T05:00:00.000Z,MALCOLM CRES ,34404,Unsexed - 1 Year         ,2013,600
7640,4,2015-12-13T05:00:00.000Z,VILLAGE RD ,34405,Unsexed - 1 Year         ,2013,700
7641,4,2015-09-12T04:00:00.000Z,GROVER CT ,34406,Unsexed - 1 Year         ,2013,100
7642,4,2020-03-16T04:00:00.000Z,KENWOOD LN ,34407,Unsexed - 1 Year         ,2013,1300
7643,4,2020-02-13T05:00:00.000Z,KENWOOD LN ,34408,Unsexed - 1 Year         ,2013,1300
7644,4,2013-04-25T04:00:00.000Z,CHERRY AVE ,34409,Unsexed - 1 Year         ,2013,1400
7645,4,2018-09-12T04:00:00.000Z,MICHIE DR ,34410,Unsexed - 1 Year         ,2013,2100
7646,4,2019-01-28T05:00:00.000Z,WATSON AVE ,34411,Unsexed - 1 Year         ,2013,800
7647,4,2016-09-11T04:00:00.000Z,RIVER RD ,34412,Unsexed - 1 Year         ,2013,1400
7648,10,2016-09-10T04:00:00.000Z,RIVER RD ,34413,Sexed - 1 Year           ,2013,1400
7649,4,2014-05-10T04:00:00.000Z,2ND ST NE ,34414,Unsexed - 1 Year         ,2013,400
7650,4,2019-06-22T04:00:00.000Z,BELMONT AVE ,34415,Unsexed - 1 Year         ,2013,700
7651,4,2019-03-31T04:00:00.000Z,RIVER CT ,34416,Unsexed - 1 Year         ,2013,1100
7652,4,2019-02-10T05:00:00.000Z,GROVE AVE ,34417,Unsexed - 1 Year         ,2013,600
7653,4,2018-03-06T05:00:00.000Z,GROVE AVE ,34418,Unsexed - 1 Year         ,2013,600
7654,4,2016-07-15T04:00:00.000Z,LIDE PL ,34419,Unsexed - 1 Year         ,2013,100
7655,4,2015-07-05T04:00:00.000Z,LIDE PL ,34420,Unsexed - 1 Year         ,2013,100
7656,4,2015-10-09T04:00:00.000Z,9TH ST NW ,34421,Unsexed - 1 Year         ,2013,200
7657,4,2019-06-03T04:00:00.000Z,GROVE AVE ,34422,Unsexed - 1 Year         ,2013,700
7658,4,2019-11-02T04:00:00.000Z,GROVE AVE ,34423,Unsexed - 1 Year         ,2013,700
7659,4,2017-06-23T04:00:00.000Z,BURGESS LN ,34424,Unsexed - 1 Year         ,2013,1400
7660,4,2016-08-04T04:00:00.000Z,BURGESS LN ,34425,Unsexed - 1 Year         ,2013,1400
7661,4,2014-08-08T04:00:00.000Z,JEFFERSON PARK AVE ,34426,Unsexed - 1 Year         ,2013,23000
7662,4,2019-04-01T04:00:00.000Z,HAZEL ST ,34427,Unsexed - 1 Year         ,2013,1200
7663,4,2017-05-29T04:00:00.000Z,HAZEL ST ,34428,Unsexed - 1 Year         ,2013,1200
7664,4,2012-12-15T05:00:00.000Z,TRAILRIDGE RD ,34429,Unsexed - 1 Year         ,2013,1500
7665,4,2014-10-11T04:00:00.000Z,RIDGE ST ,34430,Unsexed - 1 Year         ,2013,900
7666,4,2013-11-30T05:00:00.000Z,BRANDYWINE CT ,34431,Unsexed - 1 Year         ,2013,100
7667,4,2015-02-17T05:00:00.000Z,BRANDYWINE CT ,34432,Unsexed - 1 Year         ,2013,100
7668,4,2020-10-13T04:00:00.000Z,LEWIS MOUNTAIN RD ,34433,Unsexed - 1 Year         ,2013,1900
7669,4,2019-02-18T05:00:00.000Z,LYONS COURT LN ,34434,Unsexed - 1 Year         ,2013,700
7670,4,2019-02-18T05:00:00.000Z,LYONS COURT LN ,34435,Unsexed - 1 Year         ,2013,700
7671,4,2019-09-23T04:00:00.000Z,PARKER PL ,34436,Unsexed - 1 Year         ,2013,1100
7672,4,2014-12-04T05:00:00.000Z,WAYNE AVE ,34437,Unsexed - 1 Year         ,2013,2300
7673,10,2017-11-03T04:00:00.000Z,HAZEL ST ,34438,Sexed - 1 Year           ,2013,1200
7674,10,2020-11-03T05:00:00.000Z,ELLIOTT AVE ,34439,Sexed - 1 Year           ,2013,700
7675,4,2019-12-19T05:00:00.000Z,DICE ST ,34440,Unsexed - 1 Year         ,2013,400
7676,4,2016-04-11T04:00:00.000Z,BLUE RIDGE RD ,34441,Unsexed - 1 Year         ,2013,1300
7677,4,2020-10-01T04:00:00.000Z,BRANDYWINE CT ,34442,Unsexed - 1 Year         ,2013,100
7678,4,2015-02-16T05:00:00.000Z,MADISON AVE ,34443,Unsexed - 1 Year         ,2013,7000
7679,4,2015-12-17T05:00:00.000Z,RAINIER RD ,34444,Unsexed - 1 Year         ,2013,600
7680,4,2015-12-13T05:00:00.000Z,AMHERST CMN ,34445,Unsexed - 1 Year         ,2013,100
7681,4,2020-09-18T04:00:00.000Z,RUGBY AVE ,34446,Unsexed - 1 Year         ,2013,1400
7682,4,2018-01-02T05:00:00.000Z,MONTE VISTA AVE ,34447,Unsexed - 1 Year         ,2013,200
7683,4,2013-07-12T04:00:00.000Z,GLENDALE RD ,34448,Unsexed - 1 Year         ,2013,1000
7684,4,2019-08-30T04:00:00.000Z,YORKTOWN DR ,34449,Unsexed - 1 Year         ,2013,1700
7685,4,2017-04-23T04:00:00.000Z,HINTON AVE ,34450,Unsexed - 1 Year         ,2013,600
7686,4,2019-06-07T04:00:00.000Z,GLENN CT ,34451,Unsexed - 1 Year         ,2013,2300
7687,4,2020-01-12T05:00:00.000Z,GLENN CT ,34452,Unsexed - 1 Year         ,2013,2300
7688,4,2020-01-10T05:00:00.000Z,GLENN CT ,34453,Unsexed - 1 Year         ,2013,2300
7689,4,2020-01-12T05:00:00.000Z,GLENN CT ,34454,Unsexed - 1 Year         ,2013,2300
7690,4,2013-10-02T04:00:00.000Z,RICKY RD ,34455,Unsexed - 1 Year         ,2013,16100
